identifier,reads,source
SRR7739434,SRR7739434,pathogen_detection
SRR7739435,SRR7739435,pathogen_detection
SRR7739436,SRR7739436,pathogen_detection
SRR7739438,SRR7739438,pathogen_detection
SRR7739439,SRR7739439,pathogen_detection
SRR7739440,SRR7739440,pathogen_detection
SRR7739441,SRR7739441,pathogen_detection
SRR7739442,SRR7739442,pathogen_detection
SRR7739443,SRR7739443,pathogen_detection
SRR7739444,SRR7739444,pathogen_detection
SRR7739445,SRR7739445,pathogen_detection
SRR7739446,SRR7739446,pathogen_detection
SRR7739447,SRR7739447,pathogen_detection
SRR7739448,SRR7739448,pathogen_detection
SRR7739449,SRR7739449,pathogen_detection
SRR7739450,SRR7739450,pathogen_detection
SRR7739451,SRR7739451,pathogen_detection
SRR7739452,SRR7739452,pathogen_detection
SRR7739453,SRR7739453,pathogen_detection
SRR7739454,SRR7739454,pathogen_detection
SRR7739455,SRR7739455,pathogen_detection
SRR7739456,SRR7739456,pathogen_detection
SRR7739457,SRR7739457,pathogen_detection
SRR7739458,SRR7739458,pathogen_detection
SRR7739459,SRR7739459,pathogen_detection
SRR7739460,SRR7739460,pathogen_detection
SRR7739461,SRR7739461,pathogen_detection
SRR7739462,SRR7739462,pathogen_detection
SRR7739464,SRR7739464,pathogen_detection
SRR7739465,SRR7739465,pathogen_detection
SRR7739466,SRR7739466,pathogen_detection
SRR7739467,SRR7739467,pathogen_detection
SRR7739468,SRR7739468,pathogen_detection
SRR7739469,SRR7739469,pathogen_detection
SRR7739470,SRR7739470,pathogen_detection
SRR7739471,SRR7739471,pathogen_detection
SRR7739472,SRR7739472,pathogen_detection
SRR7739473,SRR7739473,pathogen_detection
SRR7739474,SRR7739474,pathogen_detection
SRR7739475,SRR7739475,pathogen_detection
SRR7739476,SRR7739476,pathogen_detection
SRR7739477,SRR7739477,pathogen_detection
SRR7739478,SRR7739478,pathogen_detection
SRR7739479,SRR7739479,pathogen_detection
SRR7739480,SRR7739480,pathogen_detection
SRR7739481,SRR7739481,pathogen_detection
SRR7739482,SRR7739482,pathogen_detection
SRR7739483,SRR7739483,pathogen_detection
SRR7739484,SRR7739484,pathogen_detection
SRR7739485,SRR7739485,pathogen_detection
SRR7739486,SRR7739486,pathogen_detection
SRR7739487,SRR7739487,pathogen_detection
SRR7739488,SRR7739488,pathogen_detection
SRR7739489,SRR7739489,pathogen_detection
SRR7739490,SRR7739490,pathogen_detection
SRR7739491,SRR7739491,pathogen_detection
SRR7739492,SRR7739492,pathogen_detection
SRR7739493,SRR7739493,pathogen_detection
SRR7739494,SRR7739494,pathogen_detection
SRR7739495,SRR7739495,pathogen_detection
SRR7739496,SRR7739496,pathogen_detection
SRR7739497,SRR7739497,pathogen_detection
SRR7739498,SRR7739498,pathogen_detection
SRR7739499,SRR7739499,pathogen_detection
SRR7739500,SRR7739500,pathogen_detection
SRR7739501,SRR7739501,pathogen_detection
SRR7739503,SRR7739503,pathogen_detection
SRR7739505,SRR7739505,pathogen_detection
SRR7739506,SRR7739506,pathogen_detection
SRR7739507,SRR7739507,pathogen_detection
SRR7739508,SRR7739508,pathogen_detection
SRR7739509,SRR7739509,pathogen_detection
SRR7739510,SRR7739510,pathogen_detection
SRR7739511,SRR7739511,pathogen_detection
SRR7739512,SRR7739512,pathogen_detection
SRR7739513,SRR7739513,pathogen_detection
SRR7739514,SRR7739514,pathogen_detection
SRR7739515,SRR7739515,pathogen_detection
SRR7739518,SRR7739518,pathogen_detection
SRR7739519,SRR7739519,pathogen_detection
SRR7739521,SRR7739521,pathogen_detection
SRR7739522,SRR7739522,pathogen_detection
SRR7739523,SRR7739523,pathogen_detection
SRR7739524,SRR7739524,pathogen_detection
SRR7739525,SRR7739525,pathogen_detection
SRR7739526,SRR7739526,pathogen_detection
SRR7739542,SRR7739542,pathogen_detection
SRR7739543,SRR7739543,pathogen_detection
SRR7739544,SRR7739544,pathogen_detection
SRR7739545,SRR7739545,pathogen_detection
SRR7739546,SRR7739546,pathogen_detection
SRR7739547,SRR7739547,pathogen_detection
SRR7739548,SRR7739548,pathogen_detection
SRR7739549,SRR7739549,pathogen_detection
SRR7739551,SRR7739551,pathogen_detection
SRR7739554,SRR7739554,pathogen_detection
SRR7739555,SRR7739555,pathogen_detection
SRR7739556,SRR7739556,pathogen_detection
SRR7743804,SRR7743804,pathogen_detection
SRR7743805,SRR7743805,pathogen_detection
SRR7743806,SRR7743806,pathogen_detection
SRR7749329,SRR7749329,pathogen_detection
SRR7749334,SRR7749334,pathogen_detection
SRR7749336,SRR7749336,pathogen_detection
SRR6426054,SRR6426054,pathogen_detection
SRR7749292,SRR7749292,pathogen_detection
SRR7749761,SRR7749761,pathogen_detection
SRR7749762,SRR7749762,pathogen_detection
SRR7749764,SRR7749764,pathogen_detection
SRR7749765,SRR7749765,pathogen_detection
SRR7749766,SRR7749766,pathogen_detection
SRR7749767,SRR7749767,pathogen_detection
SRR7749768,SRR7749768,pathogen_detection
SRR7749769,SRR7749769,pathogen_detection
SRR7749770,SRR7749770,pathogen_detection
SRR7749771,SRR7749771,pathogen_detection
SRR7749785,SRR7749785,pathogen_detection
SRR7749786,SRR7749786,pathogen_detection
SRR7749787,SRR7749787,pathogen_detection
SRR7749788,SRR7749788,pathogen_detection
SRR7749789,SRR7749789,pathogen_detection
SRR7749790,SRR7749790,pathogen_detection
SRR7749791,SRR7749791,pathogen_detection
SRR7749792,SRR7749792,pathogen_detection
SRR7749793,SRR7749793,pathogen_detection
SRR7749794,SRR7749794,pathogen_detection
SRR7749795,SRR7749795,pathogen_detection
SRR7749796,SRR7749796,pathogen_detection
SRR7749797,SRR7749797,pathogen_detection
SRR7749798,SRR7749798,pathogen_detection
SRR7749799,SRR7749799,pathogen_detection
SRR7749800,SRR7749800,pathogen_detection
SRR7749801,SRR7749801,pathogen_detection
SRR7749802,SRR7749802,pathogen_detection
SRR7749879,SRR7749879,pathogen_detection
SRR7750649,SRR7750649,pathogen_detection
SRR7750650,SRR7750650,pathogen_detection
SRR7750651,SRR7750651,pathogen_detection
SRR7750652,SRR7750652,pathogen_detection
SRR7750656,SRR7750656,pathogen_detection
SRR7750658,SRR7750658,pathogen_detection
SRR7750664,SRR7750664,pathogen_detection
SRR7750667,SRR7750667,pathogen_detection
SRR7750672,SRR7750672,pathogen_detection
SRR7750673,SRR7750673,pathogen_detection
SRR7750674,SRR7750674,pathogen_detection
SRR7750684,SRR7750684,pathogen_detection
SRR7750685,SRR7750685,pathogen_detection
SRR7750687,SRR7750687,pathogen_detection
SRR7750688,SRR7750688,pathogen_detection
SRR7750690,SRR7750690,pathogen_detection
SRR7750692,SRR7750692,pathogen_detection
SRR7750694,SRR7750694,pathogen_detection
SRR7750697,SRR7750697,pathogen_detection
SRR7750698,SRR7750698,pathogen_detection
SRR7750700,SRR7750700,pathogen_detection
SRR7750702,SRR7750702,pathogen_detection
SRR7750705,SRR7750705,pathogen_detection
SRR7750707,SRR7750707,pathogen_detection
SRR7750709,SRR7750709,pathogen_detection
SRR7750710,SRR7750710,pathogen_detection
SRR7750711,SRR7750711,pathogen_detection
SRR7752809,SRR7752809,pathogen_detection
SRR7752810,SRR7752810,pathogen_detection
SRR7752811,SRR7752811,pathogen_detection
SRR7752812,SRR7752812,pathogen_detection
SRR7752813,SRR7752813,pathogen_detection
SRR7752814,SRR7752814,pathogen_detection
SRR7752815,SRR7752815,pathogen_detection
SRR7752816,SRR7752816,pathogen_detection
SRR7752817,SRR7752817,pathogen_detection
SRR7752818,SRR7752818,pathogen_detection
SRR7752819,SRR7752819,pathogen_detection
SRR7752820,SRR7752820,pathogen_detection
SRR7752821,SRR7752821,pathogen_detection
SRR7752822,SRR7752822,pathogen_detection
SRR7752823,SRR7752823,pathogen_detection
SRR7752824,SRR7752824,pathogen_detection
SRR7752825,SRR7752825,pathogen_detection
SRR7753005,SRR7753005,pathogen_detection
SRR7753006,SRR7753006,pathogen_detection
SRR7753008,SRR7753008,pathogen_detection
SRR7753009,SRR7753009,pathogen_detection
SRR7753010,SRR7753010,pathogen_detection
SRR7753011,SRR7753011,pathogen_detection
SRR7753013,SRR7753013,pathogen_detection
SRR7753014,SRR7753014,pathogen_detection
SRR7753015,SRR7753015,pathogen_detection
SRR7753016,SRR7753016,pathogen_detection
SRR7753018,SRR7753018,pathogen_detection
SRR7753020,SRR7753020,pathogen_detection
SRR7753021,SRR7753021,pathogen_detection
SRR7753022,SRR7753022,pathogen_detection
SRR7753023,SRR7753023,pathogen_detection
SRR7753024,SRR7753024,pathogen_detection
SRR7753025,SRR7753025,pathogen_detection
SRR7753026,SRR7753026,pathogen_detection
SRR7753027,SRR7753027,pathogen_detection
SRR7753028,SRR7753028,pathogen_detection
SRR7753029,SRR7753029,pathogen_detection
SRR7753030,SRR7753030,pathogen_detection
SRR7753031,SRR7753031,pathogen_detection
SRR7753032,SRR7753032,pathogen_detection
SRR7753033,SRR7753033,pathogen_detection
SRR7753034,SRR7753034,pathogen_detection
SRR7753035,SRR7753035,pathogen_detection
SRR7753036,SRR7753036,pathogen_detection
SRR7753038,SRR7753038,pathogen_detection
SRR7753019,SRR7753019,pathogen_detection
SRR7753233,SRR7753233,pathogen_detection
SRR7753234,SRR7753234,pathogen_detection
SRR7753236,SRR7753236,pathogen_detection
SRR7753237,SRR7753237,pathogen_detection
SRR7753239,SRR7753239,pathogen_detection
SRR7753240,SRR7753240,pathogen_detection
SRR7753242,SRR7753242,pathogen_detection
SRR7753243,SRR7753243,pathogen_detection
SRR7753244,SRR7753244,pathogen_detection
SRR7759837,SRR7759837,pathogen_detection
SRR7759839,SRR7759839,pathogen_detection
SRR7759840,SRR7759840,pathogen_detection
SRR7759841,SRR7759841,pathogen_detection
SRR7759842,SRR7759842,pathogen_detection
SRR7759843,SRR7759843,pathogen_detection
SRR7759846,SRR7759846,pathogen_detection
SRR7759847,SRR7759847,pathogen_detection
SRR7759848,SRR7759848,pathogen_detection
SRR7759849,SRR7759849,pathogen_detection
SRR7759850,SRR7759850,pathogen_detection
SRR7759851,SRR7759851,pathogen_detection
SRR7759852,SRR7759852,pathogen_detection
SRR7759853,SRR7759853,pathogen_detection
SRR7759854,SRR7759854,pathogen_detection
SRR7759855,SRR7759855,pathogen_detection
SRR7759856,SRR7759856,pathogen_detection
SRR7759857,SRR7759857,pathogen_detection
SRR7759858,SRR7759858,pathogen_detection
SRR7759859,SRR7759859,pathogen_detection
SRR7759860,SRR7759860,pathogen_detection
SRR7759861,SRR7759861,pathogen_detection
SRR7759862,SRR7759862,pathogen_detection
SRR7759863,SRR7759863,pathogen_detection
SRR7759864,SRR7759864,pathogen_detection
SRR7759865,SRR7759865,pathogen_detection
SRR7759866,SRR7759866,pathogen_detection
SRR7759867,SRR7759867,pathogen_detection
SRR7759868,SRR7759868,pathogen_detection
SRR7759870,SRR7759870,pathogen_detection
SRR7759871,SRR7759871,pathogen_detection
SRR7759872,SRR7759872,pathogen_detection
SRR7759873,SRR7759873,pathogen_detection
SRR7759874,SRR7759874,pathogen_detection
SRR7759875,SRR7759875,pathogen_detection
SRR7759876,SRR7759876,pathogen_detection
SRR7759877,SRR7759877,pathogen_detection
SRR7759878,SRR7759878,pathogen_detection
SRR7759879,SRR7759879,pathogen_detection
SRR7759880,SRR7759880,pathogen_detection
SRR7759881,SRR7759881,pathogen_detection
SRR7759882,SRR7759882,pathogen_detection
SRR7759883,SRR7759883,pathogen_detection
SRR7759884,SRR7759884,pathogen_detection
SRR7759885,SRR7759885,pathogen_detection
SRR7759886,SRR7759886,pathogen_detection
SRR7759887,SRR7759887,pathogen_detection
SRR7759888,SRR7759888,pathogen_detection
SRR7759889,SRR7759889,pathogen_detection
SRR7759890,SRR7759890,pathogen_detection
SRR7759891,SRR7759891,pathogen_detection
SRR7759892,SRR7759892,pathogen_detection
SRR7759893,SRR7759893,pathogen_detection
SRR7759894,SRR7759894,pathogen_detection
SRR7759895,SRR7759895,pathogen_detection
SRR7759896,SRR7759896,pathogen_detection
SRR7759897,SRR7759897,pathogen_detection
SRR7759898,SRR7759898,pathogen_detection
SRR7759899,SRR7759899,pathogen_detection
SRR7767409,SRR7767409,pathogen_detection
SRR7767410,SRR7767410,pathogen_detection
SRR7767411,SRR7767411,pathogen_detection
SRR7767412,SRR7767412,pathogen_detection
SRR7767413,SRR7767413,pathogen_detection
SRR7767414,SRR7767414,pathogen_detection
SRR7767415,SRR7767415,pathogen_detection
SRR7767416,SRR7767416,pathogen_detection
SRR7767417,SRR7767417,pathogen_detection
SRR7767418,SRR7767418,pathogen_detection
SRR7767419,SRR7767419,pathogen_detection
SRR7767420,SRR7767420,pathogen_detection
SRR7767421,SRR7767421,pathogen_detection
SRR7767422,SRR7767422,pathogen_detection
SRR7767423,SRR7767423,pathogen_detection
SRR7767424,SRR7767424,pathogen_detection
SRR7767425,SRR7767425,pathogen_detection
SRR7767426,SRR7767426,pathogen_detection
SRR7767427,SRR7767427,pathogen_detection
SRR7767428,SRR7767428,pathogen_detection
SRR7767429,SRR7767429,pathogen_detection
SRR7767430,SRR7767430,pathogen_detection
SRR7767431,SRR7767431,pathogen_detection
SRR7767432,SRR7767432,pathogen_detection
SRR7767433,SRR7767433,pathogen_detection
SRR7767434,SRR7767434,pathogen_detection
SRR7767435,SRR7767435,pathogen_detection
SRR7767436,SRR7767436,pathogen_detection
SRR7767437,SRR7767437,pathogen_detection
SRR7767438,SRR7767438,pathogen_detection
SRR7767439,SRR7767439,pathogen_detection
SRR7767440,SRR7767440,pathogen_detection
SRR7767441,SRR7767441,pathogen_detection
SRR7767442,SRR7767442,pathogen_detection
SRR7767443,SRR7767443,pathogen_detection
SRR7767446,SRR7767446,pathogen_detection
SRR7767476,SRR7767476,pathogen_detection
SRR7767477,SRR7767477,pathogen_detection
SRR7767479,SRR7767479,pathogen_detection
SRR7767480,SRR7767480,pathogen_detection
SRR7767483,SRR7767483,pathogen_detection
SRR7767484,SRR7767484,pathogen_detection
SRR7767486,SRR7767486,pathogen_detection
SRR7767487,SRR7767487,pathogen_detection
SRR7767489,SRR7767489,pathogen_detection
SRR7767490,SRR7767490,pathogen_detection
SRR7767491,SRR7767491,pathogen_detection
SRR7767493,SRR7767493,pathogen_detection
SRR7767494,SRR7767494,pathogen_detection
SRR7767496,SRR7767496,pathogen_detection
SRR7767497,SRR7767497,pathogen_detection
SRR7767498,SRR7767498,pathogen_detection
SRR7767500,SRR7767500,pathogen_detection
SRR7767501,SRR7767501,pathogen_detection
SRR7786708,SRR7786708,pathogen_detection
SRR7786709,SRR7786709,pathogen_detection
SRR7786712,SRR7786712,pathogen_detection
SRR7786713,SRR7786713,pathogen_detection
SRR7786714,SRR7786714,pathogen_detection
SRR7786716,SRR7786716,pathogen_detection
SRR7786717,SRR7786717,pathogen_detection
SRR7786718,SRR7786718,pathogen_detection
SRR7786719,SRR7786719,pathogen_detection
SRR7786721,SRR7786721,pathogen_detection
SRR7786737,SRR7786737,pathogen_detection
SRR7786781,SRR7786781,pathogen_detection
SRR7786782,SRR7786782,pathogen_detection
SRR7786783,SRR7786783,pathogen_detection
SRR7786784,SRR7786784,pathogen_detection
SRR7786785,SRR7786785,pathogen_detection
SRR7786786,SRR7786786,pathogen_detection
SRR7786787,SRR7786787,pathogen_detection
SRR7786788,SRR7786788,pathogen_detection
SRR7786789,SRR7786789,pathogen_detection
SRR7786790,SRR7786790,pathogen_detection
SRR7786791,SRR7786791,pathogen_detection
SRR7786792,SRR7786792,pathogen_detection
SRR7786793,SRR7786793,pathogen_detection
SRR7786796,SRR7786796,pathogen_detection
SRR7786798,SRR7786798,pathogen_detection
SRR7786799,SRR7786799,pathogen_detection
SRR7786800,SRR7786800,pathogen_detection
SRR7786801,SRR7786801,pathogen_detection
SRR7786808,SRR7786808,pathogen_detection
SRR7786810,SRR7786810,pathogen_detection
SRR7786811,SRR7786811,pathogen_detection
SRR7786812,SRR7786812,pathogen_detection
SRR7786813,SRR7786813,pathogen_detection
SRR7786814,SRR7786814,pathogen_detection
SRR7786815,SRR7786815,pathogen_detection
SRR7786816,SRR7786816,pathogen_detection
SRR7786817,SRR7786817,pathogen_detection
SRR7786818,SRR7786818,pathogen_detection
SRR7786819,SRR7786819,pathogen_detection
SRR7786820,SRR7786820,pathogen_detection
SRR7786821,SRR7786821,pathogen_detection
SRR7786822,SRR7786822,pathogen_detection
SRR7786823,SRR7786823,pathogen_detection
SRR7786824,SRR7786824,pathogen_detection
SRR7786825,SRR7786825,pathogen_detection
SRR7786826,SRR7786826,pathogen_detection
SRR7786827,SRR7786827,pathogen_detection
SRR7786920,SRR7786920,pathogen_detection
SRR7788254,SRR7788254,pathogen_detection
SRR7788512,SRR7788512,pathogen_detection
SRR7792235,SRR7792235,pathogen_detection
SRR7792236,SRR7792236,pathogen_detection
SRR7792911,SRR7792911,pathogen_detection
SRR7795242,SRR7795242,pathogen_detection
SRR7795247,SRR7795247,pathogen_detection
SRR7795309,SRR7795309,pathogen_detection
SRR3110006,SRR3110006,pathogen_detection
SRR3110007,SRR3110007,pathogen_detection
SRR3110008,SRR3110008,pathogen_detection
SRR3110009,SRR3110009,pathogen_detection
SRR3110010,SRR3110010,pathogen_detection
SRR3110011,SRR3110011,pathogen_detection
SRR3110012,SRR3110012,pathogen_detection
SRR3110013,SRR3110013,pathogen_detection
SRR3110014,SRR3110014,pathogen_detection
SRR3110015,SRR3110015,pathogen_detection
SRR3110016,SRR3110016,pathogen_detection
SRR3110017,SRR3110017,pathogen_detection
SRR3110018,SRR3110018,pathogen_detection
SRR3110019,SRR3110019,pathogen_detection
SRR3110020,SRR3110020,pathogen_detection
SRR3110021,SRR3110021,pathogen_detection
SRR3110022,SRR3110022,pathogen_detection
SRR7797523,SRR7797523,pathogen_detection
SRR7797524,SRR7797524,pathogen_detection
SRR7797525,SRR7797525,pathogen_detection
SRR7797526,SRR7797526,pathogen_detection
SRR7797527,SRR7797527,pathogen_detection
SRR7797528,SRR7797528,pathogen_detection
SRR7797529,SRR7797529,pathogen_detection
SRR7797530,SRR7797530,pathogen_detection
SRR7797531,SRR7797531,pathogen_detection
SRR7797532,SRR7797532,pathogen_detection
SRR7797533,SRR7797533,pathogen_detection
SRR7797547,SRR7797547,pathogen_detection
SRR7797548,SRR7797548,pathogen_detection
SRR7797549,SRR7797549,pathogen_detection
SRR7797550,SRR7797550,pathogen_detection
SRR7798088,SRR7798088,pathogen_detection
SRR7798089,SRR7798089,pathogen_detection
SRR7798090,SRR7798090,pathogen_detection
SRR7798091,SRR7798091,pathogen_detection
SRR7798092,SRR7798092,pathogen_detection
SRR7798093,SRR7798093,pathogen_detection
SRR7798094,SRR7798094,pathogen_detection
SRR7798095,SRR7798095,pathogen_detection
SRR7798096,SRR7798096,pathogen_detection
SRR7798097,SRR7798097,pathogen_detection
SRR7798098,SRR7798098,pathogen_detection
SRR7798099,SRR7798099,pathogen_detection
SRR7798100,SRR7798100,pathogen_detection
SRR7798101,SRR7798101,pathogen_detection
SRR7798102,SRR7798102,pathogen_detection
SRR7798105,SRR7798105,pathogen_detection
SRR7798106,SRR7798106,pathogen_detection
SRR7798107,SRR7798107,pathogen_detection
SRR7798109,SRR7798109,pathogen_detection
SRR7798110,SRR7798110,pathogen_detection
SRR7798111,SRR7798111,pathogen_detection
SRR7798113,SRR7798113,pathogen_detection
SRR7798115,SRR7798115,pathogen_detection
SRR7798118,SRR7798118,pathogen_detection
SRR7798119,SRR7798119,pathogen_detection
SRR7798120,SRR7798120,pathogen_detection
SRR7798122,SRR7798122,pathogen_detection
SRR7798123,SRR7798123,pathogen_detection
SRR7798124,SRR7798124,pathogen_detection
SRR7798125,SRR7798125,pathogen_detection
SRR7798126,SRR7798126,pathogen_detection
SRR7798127,SRR7798127,pathogen_detection
SRR7798129,SRR7798129,pathogen_detection
SRR7798132,SRR7798132,pathogen_detection
SRR7798134,SRR7798134,pathogen_detection
SRR7798135,SRR7798135,pathogen_detection
SRR7802495,SRR7802495,pathogen_detection
SRR7802519,SRR7802519,pathogen_detection
SRR7802520,SRR7802520,pathogen_detection
SRR7802521,SRR7802521,pathogen_detection
SRR7802522,SRR7802522,pathogen_detection
SRR7802523,SRR7802523,pathogen_detection
